 337, 402,201,JouetsuMyoko,3
 315, 438,202,Toyama,1
 301, 441,208,Takaoka,0
 297, 427,209,Himi,0
 305, 460,210,Jouhana,  0
 292, 451,211,Tsubata,0
 284, 419,212,WakuraOnsen,1
 279, 510,213,EchizenHanandou,0
 309, 508,214,Kuzuryuuko,0
 285, 532,215,Tsuruga,3
 291, 537,216,OumiShiotsu,6
 305, 549,217,Maibara,4
 295, 573,218,Kusatsu,2
 289, 579,219,Yamashina,3
 286, 585,220,Kyouto,8
 311, 586,222,Tsuge,6
 294, 600,223,Kizu,0
 295, 609,224,Nara,1
 291, 614,225,Ouji,0
 297, 625,226,Takada,1
 289, 617,228,Kyuuhouji,0
 309, 678,230,Shinguu,1 
 275, 649,231,Wakayama,8
 277, 635,232,Hineno,0
 280, 630,233,Ootori,0
 281, 627,234,Sugimotochou,0
 285, 618,235,Tennouji,0
 285, 611,236,Kyoubashi,0
 279, 614,237,KitaShinchi,0
 279, 605,238,ShinOosaka,0
 277, 610,239,Oosaka,0
 276, 616,240,NishiKujou,0
 256, 576,241,Ayabe,8
 280, 619,242,Imamiya,0
 283, 616,243,JRNamba,0
 270, 613,244,Amagasaki,0
 254, 596,245,Tanikawa,3
 248, 578,246,Fukuchiyama,6
 232, 582,247,Wadayama,6
 260, 619,248,Koube,0
 255, 622,249,Hyougo,0
 249, 622,250,NishiAkashi,8
 242, 617,251,Kakogawa,0
 232, 618,252,Himeji,8
 219, 625,253,Aioi,8
 220, 576,254,Toyooka,0
 190, 584,255,Tottori,6
 204, 593,256,Chizu,0
 216, 612,257,Sayo,0
 200, 607,258,HigashiTsuyama,8
 192, 612,259,Tsuyama,3
 211, 625,260,Kamigoori,0
 203, 644,261,HigashiOkayama,0
 194, 649,262,Okayama,1
 196, 659,263,Chayamachi,0
 196, 671,265,Kojima,0
 190, 658,281,Kurashiki,8
 181, 648,282,Souja,0
 170, 637,283,Niimi,8
 163, 639,284,BicchuuKoujiro,6
 154, 604,285,HoukiDaisen,6
 147, 609,286,Yonago,8
 126, 616,287,Shinji,6
 152, 644,288,BingoOchiai,3
 148, 656,289,Shiomachi,8
 182, 660,290,ShinKurashiki,0
 170, 671,291,Fukuyama,8
 156, 682,292,Mihara,0
 130, 700,293,Kaitaichi,0
