66,189,199,264,234,東海道,三河安城→(中)金山
110,197,198,437,244,中央西,塩尻(中津川)→多治見
110,198,199,329,245,中央西,多治見→(中)金山
112,198,204,196,246,太多,多治見→美濃太田
66,199,200,33,247,東海道,(中)金山→名古屋
66,200,205,303,248,東海道,名古屋→岐阜
84,200,217,799,250,新幹線,名古屋→米原
114,200,221,599,249,関西,名古屋→亀山
111,202,204,2184,253,高山,富山→美濃太田
4,202,391,338,521,北陸新幹線,富山→黒部宇奈月温泉
4,202,412,586,522,北陸新幹線,富山→金沢
111,204,205,300,255,高山,美濃太田→岐阜
66,205,217,496,256,東海道,岐阜→米原
118,215,216,145,267,北陸,敦賀→近江塩津
135,215,241,1217,268,小浜・舞鶴,敦賀→綾部
118,215,412,1307,254,北陸,敦賀→金沢
118,216,217,314,269,北陸,近江塩津→米原
119,216,219,741,270,湖西,近江塩津→山科
66,217,218,455,271,東海道,米原→草津
66,218,219,167,272,東海道,草津→山科
125,218,222,367,273,草津,草津→柘植
66,219,220,55,274,東海道,山科→京都
126,220,223,347,275,奈良,京都→木津
66,220,238,390,276,東海道,京都→新大阪
137,220,241,762,277,山陰,京都→綾部
114,221,222,200,278,関西,亀山→柘植
120,221,231,3809,279,紀勢,亀山→和歌山
114,222,223,470,280,関西,柘植→木津
114,223,224,70,281,関西,木津→奈良
127,223,410,416,481,片町,木津→放出
114,224,225,154,283,関西,奈良→王寺
131,224,226,323,284,桜井,奈良→(和)高田
130,225,226,127,285,和歌山,王寺→(和)高田
114,225,228,150,286,関西,王寺→久宝寺
130,226,231,836,287,和歌山,(和)高田→和歌山
114,228,235,71,484,関西,久宝寺→天王寺
114,228,410,92,480,おおさか東,放出→久宝寺
132,231,235,613,293,阪和,和歌山→天王寺
128,235,236,65,300,大阪環状,天王寺→京橋
128,235,239,110,307,関西・大阪環状,天王寺→大阪
128,236,239,42,303,大阪環状,京橋→大阪
203,236,244,125,302,ＪＲ東西,京橋→尼崎
127,236,411,16,483,片町,京橋→鴫野
66,238,239,38,305,東海道,新大阪→大阪
84,238,250,597,306,新幹線,新大阪→西明石
114,238,411,94,485,おおさか東,新大阪→鴫野
66,239,244,77,308,東海道,大阪→尼崎
137,241,246,123,311,山陰,綾部→福知山
138,244,245,730,314,福知山,尼崎→谷川
66,244,248,254,315,東海道,尼崎→神戸
138,245,246,335,316,福知山,谷川→福知山
139,245,251,534,317,加古川,谷川→加古川
137,246,247,305,318,山陰,福知山→和田山
150,247,252,723,319,播但,和田山→姫路
137,247,255,1113,320,山陰,和田山→鳥取
99,248,249,18,321,山陽,神戸→兵庫
99,249,250,210,322,山陽,兵庫→西明石
99,250,251,163,324,山陽,西明石→加古川
99,251,252,157,325,山陽,加古川→姫路
99,252,253,207,326,山陽,姫路→相生
152,252,257,505,327,姫新,姫路→佐用
99,253,260,141,328,山陽,相生→上郡
151,253,261,631,329,赤穂,相生→東岡山
154,255,256,351,331,因美,鳥取→智頭
137,255,285,879,332,山陰,鳥取→伯耆大山
154,256,258,428,333,因美,智頭→東津山
152,257,258,416,334,姫新,佐用→東津山
152,258,259,28,335,姫新,東津山→津山
153,259,262,646,336,津山,津山→岡山
152,259,283,790,337,姫新,津山→新見
99,260,261,465,338,山陽,上郡→東岡山
99,261,262,73,339,山陽,東岡山→岡山
99,262,281,159,341,山陽,岡山→倉敷
155,262,282,224,342,吉備,岡山→総社
149,281,282,107,345,伯備,倉敷→総社
99,281,290,93,346,山陽,倉敷→新倉敷
149,282,283,537,347,伯備,総社→新見
149,283,284,64,348,伯備,新見→備中神代
149,284,285,676,349,伯備,備中神代→伯耆大山
156,284,288,491,350,芸備,備中神代→備後落合
137,285,286,48,351,山陰,伯耆大山→米子
137,286,287,459,352,山陰,米子→宍道
157,287,288,901,354,木次,宍道→備後落合
137,287,296,854,355,山陰,宍道→江津
156,288,289,424,356,芸備,備後落合→塩町
158,289,291,858,357,福塩,塩町→福山
156,289,294,78,358,芸備,塩町→三次
99,290,291,331,359,山陽,新倉敷→福山
84,291,292,316,360,新幹線,福山→三原
99,291,292,316,361,山陽,福山→三原
99,292,293,650,362,山陽,三原→海田市
84,292,295,714,364,新幹線,三原→広島
99,293,295,64,365,山陽,海田市→広島
156,294,295,757,366,芸備,三次→広島
99,295,301,929,368,山陽,広島→徳山
137,296,303,602,370,山陰,江津→益田
99,301,302,443,378,山陽,徳山→新山口
143,302,303,1033,379,山口,新山口→益田
99,302,313,487,381,山陽・宇部・小野田,新山口→厚狭
137,303,305,851,382,山陰,益田→長門市
141,305,313,460,384,美祢,長門市→厚狭
137,305,314,779,385,山陰・山陽,長門市→新下関
99,313,314,266,393,山陽,厚狭→新下関
127,410,411,16,482,片町,放出→鴫野
